bug;tool;project;id;mutant-id;correct;AST-tool-buggy;Cosine-tool-buggy;s3variable-tool-buggy;variable-tool-buggy;syntax-tool-buggy;semantic-tool-buggy;structural_score;conceptual_score;cosine_distance;braycurtis_distanc};canberra_distance;chebyshev_distance;cityblock_distance;euclidean_distance;jensenshannon_distance;minkowski_distance;seuclidean_distanc;patchedFileNo;addLineNo;rmLineNo;insertIfFalse;updIfFalse;ifFalse;dupArgsInvocation;removeNullinCond;condLogicReduce;insertBooleanLiteral;insertNewConstLiteral;UpdateLiteral; wrapsLoop;wrapsTryCatch;wrapsIfElse;wrongMethodRef;constChange;unwrapIfElse;unwrapTryCatch;expArithMod;codeMove;expLogicExpand;condBlockOthersAdd;wrapsElse;wrapsMethod;wrongVarRef;condBlockRem;unwrapMethod;singleLine;missNullCheckP;missNullCheckN;condBlockExcAdd;notClassified;copyPaste;condBlockRetAdd;expLogicReduce;expLogicMod;wrapsIf;P4J_SRC_ABST_V_AF; P4J_SRC_ASSIGN_CONST_AF; P4J_SRC_ASSIGN_LHS_AF; P4J_SRC_ASSIGN_ZERO_AF; P4J_SRC_CALLEE_AF; P4J_SRC_CALL_ARGUMENT_AF; P4J_SRC_CHANGED_AF; P4J_SRC_DEREF_AF; P4J_SRC_FUNC_ARGUMENT_VF; P4J_SRC_GLOBAL_VARIABLE_VF; P4J_SRC_INDEX_AF; P4J_SRC_INSERT_CONTROL_RF; P4J_SRC_INSERT_GUARD_RF; P4J_SRC_INSERT_STMT_RF; P4J_SRC_LOCAL_VARIABLE_VF; P4J_SRC_MEMBER_ACCESS_AF; P4J_SRC_MEMBER_VF; P4J_SRC_MODIFIED_SIMILAR_VF; P4J_SRC_MODIFIED_VF; P4J_SRC_NONZERO_CONST_VF; P4J_SRC_OP_ADD_AF; P4J_SRC_OP_DIV_AF; P4J_SRC_OP_EQ_AF; P4J_SRC_OP_GE_AF; P4J_SRC_OP_GT_AF; P4J_SRC_OP_LE_AF; P4J_SRC_OP_LT_AF; P4J_SRC_OP_MOD_AF; P4J_SRC_OP_MUL_AF; P4J_SRC_OP_NE_AF; P4J_SRC_OP_SUB_AF; P4J_SRC_REMOVE_PARTIAL_IF; P4J_SRC_REMOVE_STMT; P4J_SRC_REMOVE_WHOLE_BLOCK; P4J_SRC_REMOVE_WHOLE_IF; P4J_SRC_REPLACE_COND_RF; P4J_SRC_REPLACE_STMT_RF; P4J_SRC_R_STMT_ASSIGN_AF; P4J_SRC_R_STMT_CALL_AF; P4J_SRC_R_STMT_COND_AF; P4J_SRC_R_STMT_CONTROL_AF; P4J_SRC_SIZE_LITERAL_VF; P4J_SRC_STMT_ASSIGN_AF; P4J_SRC_STMT_CALL_AF; P4J_SRC_STMT_COND_AF; P4J_SRC_STMT_CONTROL_AF; P4J_SRC_STMT_LABEL_AF; P4J_SRC_STMT_LOOP_AF; P4J_SRC_STRING_LITERAL_VF; P4J_SRC_UOP_DEC_AF; P4J_SRC_UOP_INC_AF; P4J_SRC_ZERO_CONST_VF;P4J_FORMER_ABST_V_AF; P4J_FORMER_ASSIGN_CONST_AF; P4J_FORMER_ASSIGN_LHS_AF; P4J_FORMER_ASSIGN_ZERO_AF; P4J_FORMER_CALLEE_AF; P4J_FORMER_CALL_ARGUMENT_AF; P4J_FORMER_CHANGED_AF; P4J_FORMER_DEREF_AF; P4J_FORMER_FUNC_ARGUMENT_VF; P4J_FORMER_GLOBAL_VARIABLE_VF; P4J_FORMER_INDEX_AF; P4J_FORMER_INSERT_CONTROL_RF; P4J_FORMER_INSERT_GUARD_RF; P4J_FORMER_INSERT_STMT_RF; P4J_FORMER_LOCAL_VARIABLE_VF; P4J_FORMER_MEMBER_ACCESS_AF; P4J_FORMER_MEMBER_VF; P4J_FORMER_MODIFIED_SIMILAR_VF; P4J_FORMER_MODIFIED_VF; P4J_FORMER_NONZERO_CONST_VF; P4J_FORMER_OP_ADD_AF; P4J_FORMER_OP_DIV_AF; P4J_FORMER_OP_EQ_AF; P4J_FORMER_OP_GE_AF; P4J_FORMER_OP_GT_AF; P4J_FORMER_OP_LE_AF; P4J_FORMER_OP_LT_AF; P4J_FORMER_OP_MOD_AF; P4J_FORMER_OP_MUL_AF; P4J_FORMER_OP_NE_AF; P4J_FORMER_OP_SUB_AF; P4J_FORMER_REMOVE_PARTIAL_IF ;P4J_FORMER_REMOVE_STMT ;P4J_FORMER_REMOVE_WHOLE_BLOCK; P4J_FORMER_REMOVE_WHOLE_IF; P4J_FORMER_REPLACE_COND_RF; P4J_FORMER_REPLACE_STMT_RF; P4J_FORMER_R_STMT_ASSIGN_AF; P4J_FORMER_R_STMT_CALL_AF; P4J_FORMER_R_STMT_COND_AF; P4J_FORMER_R_STMT_CONTROL_AF; P4J_FORMER_SIZE_LITERAL_VF; P4J_FORMER_STMT_ASSIGN_AF; P4J_FORMER_STMT_CALL_AF; P4J_FORMER_STMT_COND_AF; P4J_FORMER_STMT_CONTROL_AF; P4J_FORMER_STMT_LABEL_AF; P4J_FORMER_STMT_LOOP_AF; P4J_FORMER_STRING_LITERAL_VF; P4J_FORMER_UOP_DEC_AF; P4J_FORMER_UOP_INC_AF; P4J_FORMER_ZERO_CONST_VF; P4J_LATER_ABST_V_AF; P4J_LATER_ASSIGN_CONST_AF; P4J_LATER_ASSIGN_LHS_AF; P4J_LATER_ASSIGN_ZERO_AF; P4J_LATER_CALLEE_AF; P4J_LATER_CALL_ARGUMENT_AF; P4J_LATER_CHANGED_AF; P4J_LATER_DEREF_AF; P4J_LATER_FUNC_ARGUMENT_VF; P4J_LATER_GLOBAL_VARIABLE_VF; P4J_LATER_INDEX_AF; P4J_LATER_INSERT_CONTROL_RF; P4J_LATER_INSERT_GUARD_RF; P4J_LATER_INSERT_STMT_RF; P4J_LATER_LOCAL_VARIABLE_VF; P4J_LATER_MEMBER_ACCESS_AF; P4J_LATER_MEMBER_VF; P4J_LATER_MODIFIED_SIMILAR_VF; P4J_LATER_MODIFIED_VF; P4J_LATER_NONZERO_CONST_VF; P4J_LATER_OP_ADD_AF; P4J_LATER_OP_DIV_AF; P4J_LATER_OP_EQ_AF; P4J_LATER_OP_GE_AF; P4J_LATER_OP_GT_AF; P4J_LATER_OP_LE_AF; P4J_LATER_OP_LT_AF; P4J_LATER_OP_MOD_AF; P4J_LATER_OP_MUL_AF; P4J_LATER_OP_NE_AF; P4J_LATER_OP_SUB_AF; P4J_LATER_REMOVE_PARTIAL_IF; P4J_LATER_REMOVE_STMT; P4J_LATER_REMOVE_WHOLE_BLOCK; P4J_LATER_REMOVE_WHOLE_IF; P4J_LATER_REPLACE_COND_RF; P4J_LATER_REPLACE_STMT_RF; P4J_LATER_R_STMT_ASSIGN_AF; P4J_LATER_R_STMT_CALL_AF; P4J_LATER_R_STMT_COND_AF; P4J_LATER_R_STMT_CONTROL_AF; P4J_LATER_SIZE_LITERAL_VF; P4J_LATER_STMT_ASSIGN_AF; P4J_LATER_STMT_CALL_AF; P4J_LATER_STMT_COND_AF; P4J_LATER_STMT_CONTROL_AF; P4J_LATER_STMT_LABEL_AF; P4J_LATER_STMT_LOOP_AF; P4J_LATER_STRING_LITERAL_VF; P4J_LATER_UOP_DEC_AF; P4J_LATER_UOP_INC_AF; P4J_LATER_ZERO_CONST_VF;S10_METHOD_CALL_WITH_NULL_GUARD;S11_FAULTY_CLASS_EXCEPTION_TYPE;S12_METHOD_CALL_WITH_TRY_CATCH;S13_TYPE_OF_FAULTY_STATEMENT_AFTER_1;S13_TYPE_OF_FAULTY_STATEMENT_AFTER_2;S13_TYPE_OF_FAULTY_STATEMENT_AFTER_3;S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_1;S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_2;S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_3;S14_TYPE_OF_FAULTY_STATEMENT_PARENT;S15_HAS_OBJECTIVE_METHOD_CALL;S16_HAS_Invocations_Prone_Exception;S18_In_Synchronized_Method;S1_LOCAL_VAR_NOT_ASSIGNED;S1_LOCAL_VAR_NOT_USED;S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD;S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD;S3_TYPE_OF_FAULTY_STATEMENT;S4_Field_NOT_ASSIGNED;S4_Field_NOT_USED;S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD;S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD;S6_METHOD_THROWS_EXCEPTION;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.TBar.Lang.22;TBar;Lang;22;0;FALSE;1;0.0;0;1.0;1.0;1.0;[1.0];[0.75];0.009195864200592041;0.06634469707128159;14.189160819524833;0.6470773220062256;22.517894744873047;2.812669277191162;inf;2.812669277191162;28.1266929783791;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; If; If; LocalVariable; ; ; ; Method;0;0;0;0;0;0;0; If;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.SOFix.Math.2.1;SOFix;Math;2;1;TRUE;1;0.0;0;1.0;1.0;1.0;[1];[1];0.018800020217895508;0.09638005914807382;17.81002647716384;1.0715093612670898;26.14482879638672;3.2493863105773926;inf;3.2493863105773926;32.4938627814721;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; Assignment; Assignment; If; If;0;0;0;0;0;0;0; If;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.SOFix.Math.2.2;SOFix;Math;2;2;FALSE;1;0.0;0;1.0;1.0;1.0;[1.0];[1.0];0.024027347564697266;0.11650144063841396;24.0235778291089;0.7722041606903076;21.007001876831055;2.614668846130371;inf;2.614668846130371;26.14668746426272;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; Assignment; Assignment; If; If;0;0;0;0;0;0;0; If;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Closure.129;FixMiner;Closure;129;0;FALSE;7;0.4747742685611098;1;0.5;0.3333333333333333;0.16;[0.767];[0.913];0.007153868675231934;0.059325468815399615;13.780090983837567;0.5673325061798096;19.221134185791016;2.3588907718658447;inf;2.3588907718658447;23.58890751806592;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; If;0;0;0;0;0;0;0; Return;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Closure.19;FixMiner;Closure;19;0;FALSE;9;1.0;4;0.0;0.0;0.0;[0.364];[0.154];0.007024407386779785;0.06165097804333444;15.123186145583514;0.9615514278411865;24.24480438232422;3.0920138359069824;inf;3.0920138359069824;30.9201393840523;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0; ; ; ; ; ; ; Method;0;0;0;0;0;0;0; Switch;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.7;FixMiner;Chart;7;0;FALSE;1;0.0;1;0.6666666666666666;1.0;0.6666666666666666;[1.0];[0.909];0.00782996416091919;0.06615394782199804;15.539915222784806;0.6403940320014954;20.635778427124023;2.4707412719726562;inf;2.4707412719726562;24.7074134209259;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; LocalVariable; If; ; LocalVariable; ; ; If;1;0;0;0;0;0;0; LocalVariable;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.17;FixMiner;Chart;17;0;FALSE;14;0.21361325138064646;3;0.4;0.30097087378640774;0.21428571428571427;[0.4];[0.793];0.007724761962890625;0.06512089246894188;12.933933453542352;0.600796103477478;21.793039321899414;2.66605806350708;inf;2.66605806350708;26.66058076823544;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; LocalVariable; Assignment; If; If; ; ; Method;0;0;0;0;0;0;0; If;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.26;FixMiner;Chart;26;0;FALSE;6;0.1858088257844931;2;0.25;0.5905349794238683;0.49295774647887325;[0.636];[0.765];0.005613923072814941;0.05849467873756004;18.97766100476254;0.5663255453109741;17.24815559387207;2.073471784591675;inf;2.073471784591675;20.734718415643;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; If; Invocation; LocalVariable; LocalVariable; LocalVariable; ; Method;0;0;0;0;0;0;0; If;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.15;FixMiner;Chart;15;0;FALSE;6;0.080738284657488;2;0.7777777777777778;0.632837277384728;0.6373742721016411;[0.7];[0.647];0.005534827709197998;0.05089821346072538;13.058761607281857;0.726449728012085;20.199861526489258;2.5724446773529053;inf;2.5724446773529053;25.72444706385298;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; Class;1;1;0;0;0;0;0; Method;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.3;FixMiner;Chart;3;0;FALSE;7;0.30689671991632794;1;0.5;0.23529411764705882;0.11538461538461539;[0.5];[0.765];0.005521059036254883;0.05430318126980926;11.235110871791251;0.637112021446228;18.524566650390625;2.3067378997802734;inf;2.3067378997802734;23.0673780987882;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; While; LocalVariable; LocalVariable; If;0;0;0;0;0;0;0; If;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.13;FixMiner;Chart;13;0;FALSE;10;0.11525208959238231;2;0.5;0.39186691312384475;0.3689655172413793;[0.717];[0.742];0.011863946914672852;0.0764206144921986;18.104031036475657;0.6546788811683655;20.66552734375;2.5546717643737793;inf;2.5546717643737793;25.54671783207528;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; Assignment; If; Assignment; Assignment; If; Assignment; Method;0;0;0;0;0;0;0; If;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.14;FixMiner;Chart;14;0;FALSE;7;0.17593948151497862;3;0.5714285714285714;0.4117647058823529;0.38636363636363635;[0.444];[0.5];0.005032539367675781;0.05596393320036988;15.703961338005099;0.4861542582511902;18.135448455810547;2.151398181915283;inf;2.151398181915283;21.5139826939576;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; Class;0;0;0;0;0;0;0; Method;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Chart.25;FixMiner;Chart;25;0;FALSE;6;0.04331923023503004;1;0.6666666666666666;0.6923076923076923;0.7142857142857143;[0.639];[0.854];0.009294569492340088;0.06859814674772201;13.147128621251309;0.5793066024780273;18.148090362548828;2.2331674098968506;inf;2.2331674098968506;22.331674228443;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; If; Return; ; LocalVariable; ; ; Method;0;0;0;0;0;0;0; LocalVariable;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Math.50;FixMiner;Math;50;0;FALSE;1;0.0;1;0.8333333333333334;1.0;0.9772727272727273;[1.0];[0.9];0.019926369190216064;0.10237923690611359;21.205526059742585;0.6394425630569458;20.1552677154541;2.528902769088745;inf;2.528902769088745;25.28902773054106;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; Assignment; ; ; ; ; ; If;0;0;0;0;0;0;0; Assignment;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.FixMiner.Math.20;FixMiner;Math;20;0;FALSE;2;1.0;1;0.0;0.0;1.0;[0.6];[0.6];0.004174590110778809;0.04582157855573276;11.035486036607491;0.7253303527832031;18.16080665588379;2.323009967803955;inf;2.323009967803955;23.23010017493984;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; Constructor;1;0;0;0;0;0;0; Invocation;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;
