bug,patch_name,tool,project,id,mutant-id,correct,s3-tool-buggy,s3-tool-developer,AST-tool-buggy,AST-tool-developer,Cosine-tool-buggy,Cosine-tool-developer,s3variable-tool-buggy,s3variable-tool-developer,capgen-tool,capgen-developer,variable-tool-buggy,variable-tool-developer,syntax-tool-buggy,syntax-tool-developer,semantic-tool-buggy,semantic-tool-developer,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,cosine_distance,braycurtis_distanc},canberra_distance,chebyshev_distance,cityblock_distance,euclidean_distance,minkowski_distance,seuclidean_distanc,patchedFileNo,addLineNo,rmLineNo,insertIfFalse,updIfFalse,ifFalse,dupArgsInvocation,removeNullinCond,condLogicReduce,insertBooleanLiteral,insertNewConstLiteral,UpdateLiteral,wrapsLoop,wrapsTryCatch,wrapsIfElse,wrongMethodRef,constChange,unwrapIfElse,unwrapTryCatch,expArithMod,codeMove,expLogicExpand,condBlockOthersAdd,wrapsElse,wrapsMethod,wrongVarRef,condBlockRem,unwrapMethod,singleLine,missNullCheckP,missNullCheckN,condBlockExcAdd,notClassified,copyPaste,condBlockRetAdd,expLogicReduce,expLogicMod,wrapsIf,P4J_SRC_ABST_V_AF,P4J_SRC_ASSIGN_CONST_AF,P4J_SRC_ASSIGN_LHS_AF,P4J_SRC_ASSIGN_ZERO_AF,P4J_SRC_CALLEE_AF,P4J_SRC_CALL_ARGUMENT_AF,P4J_SRC_CHANGED_AF,P4J_SRC_DEREF_AF,P4J_SRC_FUNC_ARGUMENT_VF,P4J_SRC_GLOBAL_VARIABLE_VF,P4J_SRC_INDEX_AF,P4J_SRC_INSERT_CONTROL_RF,P4J_SRC_INSERT_GUARD_RF,P4J_SRC_INSERT_STMT_RF,P4J_SRC_LOCAL_VARIABLE_VF,P4J_SRC_MEMBER_ACCESS_AF,P4J_SRC_MEMBER_VF,P4J_SRC_MODIFIED_SIMILAR_VF,P4J_SRC_MODIFIED_VF,P4J_SRC_NONZERO_CONST_VF,P4J_SRC_OP_ADD_AF,P4J_SRC_OP_DIV_AF,P4J_SRC_OP_EQ_AF,P4J_SRC_OP_GE_AF,P4J_SRC_OP_GT_AF,P4J_SRC_OP_LE_AF,P4J_SRC_OP_LT_AF,P4J_SRC_OP_MOD_AF,P4J_SRC_OP_MUL_AF,P4J_SRC_OP_NE_AF,P4J_SRC_OP_SUB_AF,P4J_SRC_REMOVE_PARTIAL_IF,P4J_SRC_REMOVE_STMT,P4J_SRC_REMOVE_WHOLE_BLOCK,P4J_SRC_REMOVE_WHOLE_IF,P4J_SRC_REPLACE_COND_RF,P4J_SRC_REPLACE_STMT_RF,P4J_SRC_R_STMT_ASSIGN_AF,P4J_SRC_R_STMT_CALL_AF,P4J_SRC_R_STMT_COND_AF,P4J_SRC_R_STMT_CONTROL_AF,P4J_SRC_SIZE_LITERAL_VF,P4J_SRC_STMT_ASSIGN_AF,P4J_SRC_STMT_CALL_AF,P4J_SRC_STMT_COND_AF,P4J_SRC_STMT_CONTROL_AF,P4J_SRC_STMT_LABEL_AF,P4J_SRC_STMT_LOOP_AF,P4J_SRC_STRING_LITERAL_VF,P4J_SRC_UOP_DEC_AF,P4J_SRC_UOP_INC_AF,P4J_SRC_ZERO_CONST_VF,P4J_FORMER_ABST_V_AF,P4J_FORMER_ASSIGN_CONST_AF,P4J_FORMER_ASSIGN_LHS_AF,P4J_FORMER_ASSIGN_ZERO_AF,P4J_FORMER_CALLEE_AF,P4J_FORMER_CALL_ARGUMENT_AF,P4J_FORMER_CHANGED_AF,P4J_FORMER_DEREF_AF,P4J_FORMER_FUNC_ARGUMENT_VF,P4J_FORMER_GLOBAL_VARIABLE_VF,P4J_FORMER_INDEX_AF,P4J_FORMER_INSERT_CONTROL_RF,P4J_FORMER_INSERT_GUARD_RF,P4J_FORMER_INSERT_STMT_RF,P4J_FORMER_LOCAL_VARIABLE_VF,P4J_FORMER_MEMBER_ACCESS_AF,P4J_FORMER_MEMBER_VF,P4J_FORMER_MODIFIED_SIMILAR_VF,P4J_FORMER_MODIFIED_VF,P4J_FORMER_NONZERO_CONST_VF,P4J_FORMER_OP_ADD_AF,P4J_FORMER_OP_DIV_AF,P4J_FORMER_OP_EQ_AF,P4J_FORMER_OP_GE_AF,P4J_FORMER_OP_GT_AF,P4J_FORMER_OP_LE_AF,P4J_FORMER_OP_LT_AF,P4J_FORMER_OP_MOD_AF,P4J_FORMER_OP_MUL_AF,P4J_FORMER_OP_NE_AF,P4J_FORMER_OP_SUB_AF,P4J_FORMER_REMOVE_PARTIAL_IF,P4J_FORMER_REMOVE_STMT,P4J_FORMER_REMOVE_WHOLE_BLOCK,P4J_FORMER_REMOVE_WHOLE_IF,P4J_FORMER_REPLACE_COND_RF,P4J_FORMER_REPLACE_STMT_RF,P4J_FORMER_R_STMT_ASSIGN_AF,P4J_FORMER_R_STMT_CALL_AF,P4J_FORMER_R_STMT_COND_AF,P4J_FORMER_R_STMT_CONTROL_AF,P4J_FORMER_SIZE_LITERAL_VF,P4J_FORMER_STMT_ASSIGN_AF,P4J_FORMER_STMT_CALL_AF,P4J_FORMER_STMT_COND_AF,P4J_FORMER_STMT_CONTROL_AF,P4J_FORMER_STMT_LABEL_AF,P4J_FORMER_STMT_LOOP_AF,P4J_FORMER_STRING_LITERAL_VF,P4J_FORMER_UOP_DEC_AF,P4J_FORMER_UOP_INC_AF,P4J_FORMER_ZERO_CONST_VF,P4J_LATER_ABST_V_AF,P4J_LATER_ASSIGN_CONST_AF,P4J_LATER_ASSIGN_LHS_AF,P4J_LATER_ASSIGN_ZERO_AF,P4J_LATER_CALLEE_AF,P4J_LATER_CALL_ARGUMENT_AF,P4J_LATER_CHANGED_AF,P4J_LATER_DEREF_AF,P4J_LATER_FUNC_ARGUMENT_VF,P4J_LATER_GLOBAL_VARIABLE_VF,P4J_LATER_INDEX_AF,P4J_LATER_INSERT_CONTROL_RF,P4J_LATER_INSERT_GUARD_RF,P4J_LATER_INSERT_STMT_RF,P4J_LATER_LOCAL_VARIABLE_VF,P4J_LATER_MEMBER_ACCESS_AF,P4J_LATER_MEMBER_VF,P4J_LATER_MODIFIED_SIMILAR_VF,P4J_LATER_MODIFIED_VF,P4J_LATER_NONZERO_CONST_VF,P4J_LATER_OP_ADD_AF,P4J_LATER_OP_DIV_AF,P4J_LATER_OP_EQ_AF,P4J_LATER_OP_GE_AF,P4J_LATER_OP_GT_AF,P4J_LATER_OP_LE_AF,P4J_LATER_OP_LT_AF,P4J_LATER_OP_MOD_AF,P4J_LATER_OP_MUL_AF,P4J_LATER_OP_NE_AF,P4J_LATER_OP_SUB_AF,P4J_LATER_REMOVE_PARTIAL_IF,P4J_LATER_REMOVE_STMT,P4J_LATER_REMOVE_WHOLE_BLOCK,P4J_LATER_REMOVE_WHOLE_IF,P4J_LATER_REPLACE_COND_RF,P4J_LATER_REPLACE_STMT_RF,P4J_LATER_R_STMT_ASSIGN_AF,P4J_LATER_R_STMT_CALL_AF,P4J_LATER_R_STMT_COND_AF,P4J_LATER_R_STMT_CONTROL_AF,P4J_LATER_SIZE_LITERAL_VF,P4J_LATER_STMT_ASSIGN_AF,P4J_LATER_STMT_CALL_AF,P4J_LATER_STMT_COND_AF,P4J_LATER_STMT_CONTROL_AF,P4J_LATER_STMT_LABEL_AF,P4J_LATER_STMT_LOOP_AF,P4J_LATER_STRING_LITERAL_VF,P4J_LATER_UOP_DEC_AF,P4J_LATER_UOP_INC_AF,P4J_LATER_ZERO_CONST_VF,S10_METHOD_CALL_WITH_NULL_GUARD,S11_FAULTY_CLASS_EXCEPTION_TYPE,S12_METHOD_CALL_WITH_TRY_CATCH,S13_TYPE_OF_FAULTY_STATEMENT_AFTER_1,S13_TYPE_OF_FAULTY_STATEMENT_AFTER_2,S13_TYPE_OF_FAULTY_STATEMENT_AFTER_3,S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_1,S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_2,S13_TYPE_OF_FAULTY_STATEMENT_BEFORE_3,S14_TYPE_OF_FAULTY_STATEMENT_PARENT,S15_HAS_OBJECTIVE_METHOD_CALL,S16_HAS_Invocations_Prone_Exception,S18_In_Synchronized_Method,S1_LOCAL_VAR_NOT_ASSIGNED,S1_LOCAL_VAR_NOT_USED,S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,S3_TYPE_OF_FAULTY_STATEMENT,S4_Field_NOT_ASSIGNED,S4_Field_NOT_USED,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,S6_METHOD_THROWS_EXCEPTION
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Closure.5,Closure_Kali_5_1,Kali,Closure,5,0,FALSE,6.033333333,11.03333333,4,4,0.033333333,0.033333333,2,7,0.446105429,0.007369197,0.777777778,0.5625,0.658536585,0.169491525,0.870967742,0.077294686,[1440],[1440],[0.714],[0.75],1.464,0.005391777,0.053023506,13.38403363,0.631818891,16.75968742,2.053933382,2.053933382,20.53933456,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Return,,,LocalVariable,LocalVariable,LocalVariable,Method,0,0,0,0,0,0,0,For,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Closure.22,Closure_Kali_22_1,Kali,Closure,22,0,FALSE,9.59175171,168.0352941,6,142,0.59175171,0.035294118,3,26,0,0.147564358,0,0.824324324,0.232758621,0.630299897,0.011764706,0.284011628,[111],[111],[0.778],[0.853],1.631,0.023453295,0.11608266,25.68746328,0.632954001,21.74456978,2.626922369,2.626922369,26.26922417,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,If,LocalVariable,,If,1,0,0,0,0,0,0,If,0,0,0,0,0,0,0,1
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.1,Chart_Kali_1_1,Kali,Chart,1,0,FALSE,6.483602221,6.483602221,4,4,0.483602221,0.483602221,2,2,0,0.00299112,0,0.6,0.326530612,0.326530612,0.015267176,0.015267176,[1797],[1797],[0.826],[0.87],1.696,0.007853687,0.063220172,16.31895421,0.551890075,16.47559166,2.135081768,2.135081768,21.35081767,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LocalVariable,If,Return,LocalVariable,LocalVariable,If,Method,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.26,Chart_Kali_26_1,Kali,Chart,26,0,FALSE,4.143651161,5.143651161,3,3,0.143651161,0.143651161,1,2,0.589302865,0.000218,0.666666667,0.6,0.940983607,0.040133779,0.939393939,0.009049774,[2544],[2544],[0.5],[0.2],0.7,0.005187154,0.053772103,12.54633513,0.462937355,16.75359917,2.021064997,2.021064997,20.21065097,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Invocation,LocalVariable,Invocation,If,LocalVariable,LocalVariable,Method,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.15,Chart_Kali_15_1,Kali,Chart,15,0,FALSE,6.142138644,13.14213864,3,3,0.142138644,0.142138644,3,10,0.298513729,0.000249,0.636363636,0.444444444,0.784798808,0.282732448,0.597723899,0.001979218,[280],[280],[0.882],[0.846],1.728,0.006644189,0.060875006,15.2563955,0.619383931,23.67877007,2.787153244,2.787153244,27.87153168,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,Class,1,1,0,0,0,0,0,Method,0,0,0,0,0,0,1,
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.12,Chart_Kali_12_1,Kali,Chart,12,0,FALSE,8.051003202,18.0510032,4,4,0.051003202,0.051003202,4,14,0.616071429,0.005896226,0.75,0.5,1,0.208333333,0.821428571,0.056603774,[160],[160],[0.875],[0.885],1.76,0.015929937,0.092929739,17.99374089,0.713197708,25.44934082,3.087293148,3.087293148,30.87293217,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,Class,1,1,0,0,0,0,0,Method,0,0,0,0,0,0,0,
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.5,Chart_Kali_5_1,Kali,Chart,5,0,FALSE,5.483602221,33.19419153,4,25,0.483602221,0.19419153,1,8,0,0.13616037,0,0.652173913,0.470588235,0.641577061,0.142857143,0.325415677,[563],[563],[0.882],[0.789],1.671,0.007017732,0.059646301,14.94345388,0.660523057,19.53431702,2.529895067,2.529895067,25.29895058,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,If,,,,,,If,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Chart.25,Chart_Kali_25_1,Kali,Chart,25,0,FALSE,6.483602221,6.483602221,4,4,0.483602221,0.483602221,2,2,0,0.004662005,0,0.333333333,0.307692308,0.307692308,0.045454545,0.045454545,[110],[110],[0.818],[0.889],1.707,0.012361944,0.080685978,18.67168209,0.730851352,20.88879585,2.621043444,2.621043444,26.21043392,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Return,,,LocalVariable,LocalVariable,,Method,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.95,Math_Kali_95_1,Kali,Math,95,0,FALSE,6.074875221,28.21012018,4,24,0.074875221,0.210120182,2,4,0.213407397,0.382137788,0.714285714,0.833333333,0.491525424,0.704225352,0.607843137,0.651162791,[145],[145],[0.8],[0.824],1.624,0.027625263,0.120359342,24.61634007,0.636075974,19.99934959,2.518360376,2.518360376,25.18360397,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,Class,0,0,0,0,0,0,0,Method,0,0,0,0,0,0,0,
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.32,Math_Kali_32_1,Kali,Math,32,0,FALSE,10.61509982,19.73153758,7,13,0.615099821,0.731537578,3,6,0,0.001798202,0,0.4,0.428571429,0.102272727,0.222222222,0.043956044,[136],[136],[0.719],[0.792],1.511,0.009352922,0.07146731,15.89494163,0.701030672,24.25288773,2.930742502,2.930742502,29.30742465,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,LocalVariable,,,If,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.80,Math_Kali_80_1,Kali,Math,80,0,FALSE,10.01991698,37.01516274,4,11,0.019916978,0.015162736,6,26,0.483869924,0.015311743,0.785714286,0.551724138,0.730275229,0.263450835,0.843290891,0.105342363,[1138],[1138],[0.837],[0.759],1.596,0.008853495,0.064149371,15.95073872,0.774984717,19.14115906,2.434961081,2.434961081,24.34961172,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Return,,,LocalVariable,,,If,0,0,0,0,0,0,0,For,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.28,Math_Kali_28_1,Kali,Math,28,0,FALSE,11.63933215,68.16391993,7,58,0.639332146,0.163919933,4,10,0,0.331098654,0,0.841269841,0.160714286,0.69612711,0.016393443,0.565371025,[143],[143],[0.769],[0.846],1.615,0.01842165,0.091034012,17.53116953,0.68453896,17.72348213,2.289102554,2.289102554,22.89102472,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,For,1,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.81,Math_Kali_81_1,Kali,Math,81,0,FALSE,24.78080135,58.01464085,16,27,0.78080135,0.014640851,8,31,0,0.462533868,0,0.70754717,0.062166963,0.762998791,0.002079002,0.856770078,[1537],[1537],[0.471],[0.545],1.016,0.006842732,0.058607951,14.47699826,0.509622812,17.59990883,2.159068346,2.159068346,21.59068357,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LocalVariable,If,If,LocalVariable,LocalVariable,LocalVariable,If,0,0,0,0,0,0,0,If,0,0,0,0,0,0,0,0
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Kali.Math.31,Math_Kali_31_1,Kali,Math,31,0,FALSE,8.110025279,268.0163925,5,217,0.110025279,0.016392488,3,51,0.471999181,0.095149846,0.625,0.805343511,0.818627451,0.472555746,0.92251816,0.250019496,[177],[177],[0.75],[0.733],1.483,0.015030205,0.080000241,18.03935381,0.754581869,20.13371849,2.642617941,2.642617941,26.42617917,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,If,Return,,LocalVariable,LocalVariable,LocalVariable,Method,0,0,0,0,0,0,0,While,0,0,0,0,0,0,0,0
