bug,s3-tool-buggy,s3-tool-developer,AST-tool-buggy,AST-tool-developer,Cosine-tool-buggy,Cosine-tool-developer,s3variable-tool-buggy,s3variable-tool-developer,capgen-tool,capgen-developer,variable-tool-buggy,variable-tool-developer,syntax-tool-buggy,syntax-tool-developer,semantic-tool-buggy,semantic-tool-developer,tool,project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Chart.11.1,2.0,0.0,1,0,0.0,0.0,1,0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.,SequenceR,Chart,11,1,[275],[275],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Chart.1.1,4.087129070824723,5.087129070824723,4,3,0.0871290708247231,0.0871290708247231,0,2,0.9555555555555556,0.6370370370370371,1.0,0.6666666666666666,1.0,1.0,0.9555555555555556,0.955555555555555,SequenceR,Chart,1,1,[1797],[1797],[0.704],[1.0],1.704,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.57.1,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SequenceR,Math,57,1,[175],[175],[1.0],[0.946],1.946,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.58.1,3.2343585065112235,0.0,3,0,0.23435850651122359,0.0,0,0,0.432,1.0,1.0,1.0,0.72,1.0,0.6,1.,SequenceR,Math,58,1,[121],[121],[0.667],[0.81],1.477,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.75.1,7.096492097094749,8.09649209709475,6,5,0.09649209709474871,0.09649209709474871,1,3,0.375,0.5,0.5,0.6666666666666666,1.0,1.0,0.75,0.7,SequenceR,Math,75,1,[303],[303],[0.391],[0.786],1.177,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.30.1,1.0,3.0,1,0,0.0,0.0,0,3,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.,SequenceR,Math,30,1,[173],[173],[1.0],[0.789],1.789,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.85.1,6.060663563372276,8.060663563372277,6,5,0.06066356337227574,0.06066356337227574,0,3,0.9,0.6,1.0,0.6666666666666666,1.0,1.0,0.9,0.,SequenceR,Math,85,1,[198],[198],[0.556],[0.912],1.468,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.82.1,9.037749551350624,14.037749551350624,9,8,0.037749551350623745,0.037749551350623745,0,6,0.8823529411764706,0.588235294117647,1.0,0.6666666666666666,1.0,1.0,0.8823529411764706,0.882352941176470,SequenceR,Math,82,1,[82],[82],[0.853],[0.98],1.833,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.82.2,10.037749551350624,16.037749551350622,9,10,0.037749551350623745,0.037749551350623745,1,6,0.6302521008403361,0.588235294117647,0.7142857142857143,0.6666666666666666,1.0,1.0,0.8823529411764706,0.882352941176470,SequenceR,Math,82,2,[82],[82],[0.853],[0.98],1.833,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Math.5.1,3.5,3.5,2,2,0.5,0.5,1,1,0.0,0.18518518518518517,0.0,0.5,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.666666666666666,SequenceR,Math,5,1,[305],[305],[0.846],[0.667],1.513,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Lang.59.1,2.0,6.0,1,0,0.0,0.0,1,6,0.5494505494505495,0.6666666666666666,0.7142857142857143,0.6666666666666666,1.0,1.0,0.7692307692307693,1.,SequenceR,Lang,59,1,[884],[884],[1.0],[0.892],1.892,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SequenceR.Lang.6.1,1.0,7.0,1,0,0.0,0.0,0,7,0.9090909090909091,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.9090909090909091,1.,SequenceR,Lang,6,1,[95],[95],[1.0],[0.882],1.882,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Closure.126,26.02618364478545,1.0,20,0,0.026183644785451876,1.0,6,0,0.07975423776067805,0.0,0.35714285714285715,1.0,0.5476190476190477,0.0,0.4077868852459016,0.,Arja,Closure,126,0,[137],[137],[0],[0],0.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Closure.115,11.0,61.040801172681334,2,48,1.0,0.04080117268133665,8,13,0.0,0.25842932835660815,0.0,0.8,0.09883720930232558,0.7636022514071295,0.0,0.423043095866314,Arja,Closure,115,0,[731],[731],[0.938],[0.75],1.688,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Chart.12,8.006725915674124,19.00265604718723,4,7,0.006725915674124505,0.002656047187229671,4,12,0.6821722416418957,0.016657793552203492,0.8461538461538461,0.5714285714285714,0.8968609865470852,0.29606625258799174,0.8989169675090253,0.0984615384615384,Arja,Chart,12,0,[148],[148],[0.778],[0.8],1.578,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Math.58,3.2343585065112235,0.0,3,0,0.23435850651122359,0.0,0,0,0.432,1.0,1.0,1.0,0.72,1.0,0.6,1.,Arja,Math,58,0,[121],[121],[0.667],[0.81],1.477,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.Arja.Math.98,3.037466578120378,0.0,2,0,0.037466578120378125,0.0,1,0,0.29650063051702397,1.0,0.75,1.0,0.7307692307692307,1.0,0.5409836065573771,1.,Arja,Math,98,0,[991],[991],[0.838],[0.946],1.784,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.RSRepair.Closure.126,28.078937401882992,0.0,20,0,0.07893740188299203,0.0,8,0,0.007318501170960187,1.0,0.25,1.0,0.11904761904761904,1.0,0.2459016393442623,1.,RSRepair,Closure,126,0,[141],[141],[0.105],[0.0],0.105,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.RSRepair.Closure.115,21.614662682205775,45.0,15,45,0.6146626822057738,0.0,6,0,0.0,0.532194892683691,0.0,1.0,0.11764705882352941,0.8044806517311609,0.05357142857142857,0.661538461538461,RSRepair,Closure,115,0,[702],[702],[0.613],[0.486],1.099,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Closure.126,8.563564219528015,18.0,5,17,0.5635642195280153,1.0,3,0,0.0,0.07305194805194806,0.0,1.0,0.3076923076923077,0.1875,0.013986013986013986,0.3896103896103896,jKali,Closure,126,0,[141],[141],[0.65],[0.783],1.433,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Math.50,33.13533127616569,11.504566305693137,22,10,0.13533127616568585,0.5045663056931378,11,1,0.004445056856876902,0.0,0.15384615384615385,0.9545454545454546,0.20921985815602837,0.5826086956521739,0.13809812235009086,0.,jKali,Math,50,0,[187],[187],[0.2],[0.0],0.2,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jKali.Lang.10,8.563564219528015,45.07096391899069,5,26,0.5635642195280153,0.07096391899069243,3,19,0.0,0.056621352110383,0.0,0.6833333333333333,0.3181818181818182,0.3762057877813505,0.04878048780487805,0.2202531645569620,jKali,Lang,10,0,[307],[307],[0.781],[0.88],1.661,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.68,11.164773272317063,22.089639440823106,4,5,0.1647732723170644,0.08963944082310493,7,17,0.16921487603305785,0.03619737243102265,0.36363636363636365,0.43333333333333335,0.6204545454545455,0.08782239634345412,0.75,0.951151430565247,SimFix,Closure,68,0,[1760],[1760],[0.529],[0.467],0.996,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.73,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SimFix,Closure,73,0,[1045],[1045],[1.0],[0.6],1.6,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.6,46.04345544929811,100.07989391406119,25,59,0.043455449298111626,0.07989391406119506,21,41,0.1304155582455657,0.3807926952446366,0.34210526315789475,0.6132075471698113,0.6528301886792452,1.0,0.583941605839416,0.620985010706638,SimFix,Closure,6,0,[405],[405],[0.397],[0.462],0.859,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.62,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SimFix,Closure,62,0,[98],[98],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.63,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SimFix,Closure,63,0,[98],[98],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Closure.115,7.020893309014809,65.05558898145985,4,52,0.020893309014809347,0.05558898145985047,3,13,0.24235259346830207,0.1744031279037958,0.625,0.7903225806451613,0.6119402985074627,0.6756272401433692,0.6336633663366337,0.326619964973730,SimFix,Closure,115,0,[730],[730],[0.591],[0.6],1.191,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Chart.20,12.136190841032919,13.091958797994923,1,1,0.13619084103291912,0.09195879799492335,11,12,0.196875,0.2745762711864407,0.3888888888888889,0.5,0.84375,0.9152542372881356,0.6,0.,SimFix,Chart,20,0,[95],[95],[0.963],[0.818],1.781,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Chart.7,4.0,0.0,2,0,0.0,0.0,2,0,0.48484848484848486,1.0,0.6666666666666666,1.0,1.0,1.0,0.7272727272727273,1.,SimFix,Chart,7,0,[300],[300],[1.0],[0.879],1.879,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Chart.1,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SimFix,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.59,2.0,0.0,1,0,0.0,0.0,1,0,0.7777777777777778,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,1.,SimFix,Math,59,0,[3482],[3482],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.57,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,SimFix,Math,57,0,[175],[175],[1.0],[0.946],1.946,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.75,2.0,0.0,1,0,0.0,0.0,1,0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.,SimFix,Math,75,0,[303],[303],[1.0],[0.923],1.923,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.53,17.082002267758348,2.0,7,0,0.08200226775834685,0.0,10,2,0.1941844919786096,0.8947368421052632,0.4117647058823529,0.8947368421052632,0.6916666666666667,1.0,0.6818181818181818,1.,SimFix,Math,53,0,[153],[153],[0.417],[0.515],0.932,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.79,2.0,7.0,2,0,0.0,0.0,0,7,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.,SimFix,Math,79,0,[1624],[1624],[1.0],[0.704],1.704,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.41,9.111782356844051,0.0,6,0,0.11178235684405124,0.0,3,0,0.28928571428571426,1.0,0.42857142857142855,1.0,0.885,1.0,0.7627118644067796,1.,SimFix,Math,41,0,[520],[520],[0.333],[0.824],1.157,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.70,2.005063323673818,0.0,1,0,0.005063323673817899,0.0,1,0,0.4588235294117647,1.0,0.75,1.0,0.7647058823529411,1.0,0.8,1.,SimFix,Math,70,0,[72],[72],[0.826],[1.0],1.826,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.71,32.07740919510942,42.03103720975009,14,10,0.07740919510941635,0.031037209750091166,18,32,0.20265281038527067,0.08866766299481282,0.27586206896551724,0.38461538461538464,0.7975077881619937,0.4114906832298137,0.9211401425178147,0.56024579214533,SimFix,Math,71,0,"[294, 305]","[294, 315]","[0.696, 0.6]","[0.684, 0.5]",1.24,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Math.5,2.0,0.0,1,0,0.0,0.0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.,SimFix,Math,5,0,[305],[305],[1.0],[0.75],1.75,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Lang.58,29.01111786363491,0.0,19,0,0.011117863634910297,0.0,10,0,0.44751250949673843,1.0,0.6428571428571429,1.0,0.8478513356562137,1.0,0.8210526315789474,1.,SimFix,Lang,58,0,[454],[454],[0.419],[0.519],0.938,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Lang.33,12.086556226799566,0.0,8,0,0.08655622679956487,0.0,4,0,0.19753086419753088,1.0,0.5555555555555556,1.0,1.0,1.0,0.35555555555555557,1.,SimFix,Lang,33,0,[910],[910],[0.809],[0.875],1.684,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Lang.43,9.011103651727023,0.0,4,0,0.011103651727021768,0.0,5,0,0.02324730360284556,1.0,0.8235294117647058,1.0,0.036,1.0,0.7841352405721717,1.,SimFix,Lang,43,0,[422],[422],[0.939],[0.781],1.72,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.SimFix.Lang.39,22.030376642086097,0.0,14,0,0.030376642086094918,0.0,8,0,0.053786315741131206,1.0,0.5789473684210527,1.0,0.1523545706371191,1.0,0.6097856854023453,1.,SimFix,Lang,39,0,[3676],[3676],[0.688],[0.633],1.321,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jMutRepair.Closure.62,1.0,5.0,1,0,0.0,0.0,0,5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.,jMutRepair,Closure,62,0,[98],[98],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jMutRepair.Closure.63,1.0,5.0,1,0,0.0,0.0,0,5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.,jMutRepair,Closure,63,0,[98],[98],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jMutRepair.Chart.1,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,jMutRepair,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jMutRepair.Math.85,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,jMutRepair,Math,85,0,[198],[198],[1.0],[0.912],1.912,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Dcorrect.jMutRepair.Math.82,1.0,0.0,1,0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.,jMutRepair,Math,82,0,[82],[82],[1.0],[0.96],1.96,TRUE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.9,21.345899012945384,34.19745171796261,18,28,0.34589901294538417,0.19745171796260375,3,6,0.005031446540880504,0.18363640874246448,0.4,0.6,0.1111111111111111,0.7253218884120172,0.11320754716981132,0.4219653179190751,Nopol,Chart,9,0,[883],[883],[0.212],[0.558],0.77,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.17,21.345899012945384,54.172171120096806,18,44,0.34589901294538417,0.17217112009680524,3,10,0.005031446540880504,0.0712136087958611,0.4,0.6296296296296297,0.1111111111111111,0.34814814814814815,0.11320754716981132,0.324873096446700,Nopol,Chart,17,0,[880],[880],[0.212],[0.558],0.77,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.21,22.695002859334792,19.695002859334792,18,18,0.6950028593347907,0.6950028593347907,4,1,4.4984255510571296E-4,0.0018743439796071373,0.2,0.8333333333333334,0.0641025641025641,0.0641025641025641,0.03508771929824561,0.0350877192982456,Nopol,Chart,21,0,[335],[335],[0.316],[0.516],0.832,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.13,8.007502496437684,41.00795881969961,6,11,0.007502496437683637,0.007958819699612762,2,30,0.682693060097708,0.4218775518220138,0.9130434782608695,0.5384615384615384,0.8891402714932126,0.8362676056338029,0.8409375559134014,0.936885366211654,Nopol,Chart,13,0,"[444, 452]","[444, 453]","[0.744, 0.844]","[0.679, 0.667]",1.467,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.5,8.4,35.17434063664365,6,27,0.4,0.17434063664364463,2,8,0.0,0.12397751286640177,0.0,0.6666666666666666,0.5925925925925926,0.6026936026936027,0.11428571428571428,0.3085585585585585,Nopol,Chart,5,0,[563],[563],[0.833],[0.75],1.583,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Chart.25,8.00972186043758,144.0196550632028,6,96,0.00972186043757961,0.019655063202801082,2,48,0.40364069690992765,0.41479590103059427,0.9166666666666666,0.7847533632286996,0.6745562130177515,0.600384862091084,0.6527777777777778,0.880382775119617,Nopol,Chart,25,0,"[207, 216]","[207, 217]","[0.742, 0.696]","[0.816, 0.739]",1.496,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.69,11.007535671800031,55.00992926881847,8,15,0.007535671800032229,0.00992926881846612,3,40,0.45362450332428494,0.3983442024634374,0.9166666666666666,0.5652173913043478,0.7719594594594594,0.8639365918097754,0.6410480349344978,0.815757575757575,Nopol,Math,69,0,"[189, 197]","[189, 198]","[0.623, 0.846]","[0.736, 0.909]",1.557,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.105,33.54598738896327,41.2555339471714,27,32,0.5459873889632666,0.2555339471714031,6,9,0.0010624141483516483,0.03794843962008142,0.25,0.64,0.09821428571428571,0.23030303030303031,0.04326923076923077,0.257462686567164,Nopol,Math,105,0,[107],[107],[0.24],[0.45],0.69,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.58,11.022071295652244,24.022071295652246,9,9,0.022071295652244416,0.022071295652244416,2,15,0.5984485737986303,0.3603159121412586,0.8823529411764706,0.53125,0.7726465364120781,0.7726465364120781,0.8778162911611785,0.877816291161178,Nopol,Math,58,0,[593],[593],[0.441],[0.4],0.841,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.33,13.316869948936027,21.075820652810766,11,12,0.3168699489360267,0.07582065281076611,2,9,0.0626326530612245,0.4071569456184841,0.6,0.6538461538461539,0.22,1.0,0.4744897959183674,0.622710622710622,Nopol,Math,33,0,[339],[339],[0.625],[0.673],1.298,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.20,11.19710345800791,34.21493938684955,9,24,0.1971034580079093,0.2149393868495464,2,10,0.4080767847758139,0.2142949236525432,0.6666666666666666,0.375,0.8188034188034188,0.7570532915360502,0.7475728155339806,0.754838709677419,Nopol,Math,20,0,[704],[704],[0.2],[0.318],0.518,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.18,16.389152778218474,89.07208005606986,14,61,0.38915277821847394,0.07208005606985457,2,28,0.017123287671232876,0.2976900083625384,0.5,0.6818181818181818,0.1917808219178082,0.599290780141844,0.17857142857142858,0.728547854785478,Nopol,Math,18,0,[514],[514],[0.471],[0.45],0.921,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.7,14.133931291697506,131.00413694173585,11,84,0.13393129169750617,0.004136941735830568,3,47,0.03952101354932665,0.38726773764215416,0.5714285714285714,0.5948275862068966,0.2112676056338028,0.7451923076923077,0.3273657289002558,0.873678912934071,Nopol,Math,7,0,[351],[351],[0.343],[0.548],0.891,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.42,11.268208277114956,38.07772723333696,9,25,0.26820827711495665,0.07772723333696274,2,13,0.0680625,0.1486825601170415,0.6,0.6285714285714286,0.22,0.5797665369649806,0.515625,0.407992565055762,Nopol,Math,42,0,[347],[347],[0.583],[0.659],1.242,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.73,31.294077271702562,34.29407727170256,26,26,0.29407727170256215,0.29407727170256215,5,8,0.039464285714285716,0.043849206349206346,0.5,0.5555555555555556,0.45535714285714285,0.45535714285714285,0.17333333333333334,0.1733333333333333,Nopol,Math,73,0,[225],[225],[0.288],[0.655],0.943,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.87,15.06210652771306,63.029079911693266,13,36,0.06210652771306102,0.02907991169326274,2,27,0.4070832763571722,0.04128443526170798,0.7,0.509090909090909,0.6310679611650486,0.2714285714285714,0.9215291750503019,0.298768939393939,Nopol,Math,87,0,[161],[161],[0.432],[0.545],0.977,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.80,12.019028941282123,17.0,10,17,0.01902894128212229,0.0,2,0,0.5811843592691717,0.6654642940779655,0.9090909090909091,1.0,0.7525773195876289,0.7931726907630522,0.8494845360824742,0.838990426457789,Nopol,Math,80,0,[1137],[1137],[0.719],[0.658],1.377,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.81,11.357142857142858,45.01455515681529,9,20,0.3571428571428571,0.014555156815292958,2,25,0.02582390555828824,0.7083267152919313,0.5,0.7572815533980582,0.32710280373831774,0.9492537313432836,0.15789473684210525,0.985357737104825,Nopol,Math,81,0,[1480],[1480],[0.158],[0.31],0.468,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.41,8.071159271974352,9.071159271974352,6,6,0.07115927197435201,0.07115927197435201,2,3,0.19788819875776395,0.20613354037267076,0.6,0.625,0.59,0.59,0.5590062111801242,0.559006211180124,Nopol,Math,41,0,[217],[217],[0.692],[0.727],1.419,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.4,28.763475041604366,25.763475041604366,24,24,0.763475041604367,0.763475041604367,4,1,2.2519986488008106E-4,9.383327703336711E-4,0.2,0.8333333333333334,0.04672897196261682,0.04672897196261682,0.024096385542168676,0.02409638554216867,Nopol,Math,4,0,[200],[200],[0.179],[0.333],0.512,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.82,7.1288128780596445,18.019128951422623,6,7,0.12881287805964425,0.019128951422623386,1,11,0.1730769230769231,0.2844479315949177,0.8333333333333334,0.6206896551724138,0.5,0.7853107344632768,0.4153846153846154,0.583561643835616,Nopol,Math,82,0,[63],[63],[0.731],[0.755],1.486,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.49,11.105507884876237,40.05789028328609,10,18,0.10550788487623708,0.05789028328609125,1,22,0.062229904926534144,0.17100776164462086,0.8571428571428571,0.5849056603773585,0.3146067415730337,0.6105919003115264,0.23076923076923078,0.478827361563517,Nopol,Math,49,0,[666],[666],[0.321],[0.372],0.693,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.78,8.094903320081219,9.094903320081219,6,6,0.09490332008121916,0.09490332008121916,2,3,0.22757936507936505,0.23706183862433863,0.6,0.625,0.5166666666666667,0.5166666666666667,0.7341269841269841,0.734126984126984,Nopol,Math,78,0,[282],[282],[0.0],[0.0],0.0,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Math.2,8.008104557444208,13.008104557444208,6,6,0.008104557444207239,0.008104557444207239,2,7,0.37948028673835127,0.27444556451612906,0.7777777777777778,0.5625,0.7096774193548387,0.7096774193548387,0.6875,0.687,Nopol,Math,2,0,[137],[137],[0.607],[0.526],1.133,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Time.14,29.624633251746086,110.20545927478274,24,79,0.6246332517460873,0.2054592747827353,5,31,0.0,0.041510640373439295,0.0,0.3673469387755102,0.20666666666666667,0.4498806682577566,0.1652542372881356,0.25118035882908,Nopol,Time,14,0,[210],[210],[0.517],[0.577],1.094,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Lang.51,6.008712329567445,25.030912519344827,4,6,0.008712329567445165,0.030912519344827083,2,19,0.6292134831460675,0.4419302986323265,0.8,0.7466666666666667,1.0,0.8978494623655914,0.7865168539325843,0.659209545115585,Nopol,Lang,51,0,[672],[672],[0.806],[0.789],1.595,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Lang.58,14.222043302967316,44.0275515185981,11,31,0.2220433029673169,0.02755151859810223,3,13,0.06088888888888889,0.5651699242824441,0.5,0.7111111111111111,0.7306666666666667,0.794770206022187,0.16666666666666666,1.,Nopol,Lang,58,0,[464],[464],[0.375],[0.615],0.99,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Lang.44,16.054930143425423,52.03202282731042,10,33,0.05493014342542446,0.032022827310420277,6,19,0.25217597079903914,0.05405888989062892,0.5714285714285714,0.62,0.6368876080691642,0.19024122807017543,0.6929133858267716,0.4583220933369301,Nopol,Lang,44,0,"[193, 204]","[193, 205]","[0.184, 0.833]","[0.448, 0.905]",1.185,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Lang.53,7.017472953927596,23.044072105003266,6,8,0.01747295392759618,0.04407210500326808,1,15,0.36792081447963804,0.42109511717280634,0.9,0.8051948051948052,0.7307692307692307,0.6704119850187266,0.5594117647058824,0.780076997112608,Nopol,Lang,53,0,[664],[664],[0.438],[0.56],0.998,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.Nopol.Lang.55,11.249908430498408,10.06743190172591,9,5,0.24990843049840739,0.0674319017259104,2,5,0.045,0.4821428571428571,0.6,0.7619047619047619,0.375,0.84375,0.2,0.7,Nopol,Lang,55,0,[118],[118],[0.513],[0.683],1.196,FALSE
justin.Java.Defects4JUtil....Dataset_Overfitting2.Doverfitting.jGenProg.Closure.21,44.0,84.04546624748194,33,79,1.0,0.04546624748194539,10,5,0.0,0.04068192889796526,0.0,0.9230769230769231,0.0,0.30153508771929827,0.0,0.1461590754588715,jGenProg,Closure,21,0,[118],[118],[0.29],[0.231],0.521,FALSE
